a	b	label
34	29835	1
46	8767	-1
42	1887	-1
4	16492	-1
0	20204	-1
2	18876	1
10	2952	1
48	26967	1
14	14124	-1
10	14510	1
13	28360	1
14	10655	-1
1	27668	1
28	17658	-1
17	768	-1
46	11450	-1
17	7935	-1
16	922	1
40	2373	1
8	14213	1
11	6975	-1
8	26626	1
42	6551	1
11	13223	-1
23	24885	-1
41	13504	-1
21	15503	-1
46	6201	1
32	1803	1
45	10026	1
45	8862	-1
37	1409	-1
25	20464	-1
28	26033	-1
6	18103	-1
35	1985	1
7	28339	1
48	20527	-1
14	28094	1
10	17323	1
12	28697	-1
6	5640	1
32	19476	1
20	6489	1
8	9832	-1
1	15756	-1
47	6486	-1
46	28419	1
14	20901	-1
6	30857	1
4	8938	1
40	980	1
47	5110	-1
48	27999	1
3	21437	-1
9	12196	-1
11	15123	-1
30	21078	-1
26	1364	-1
4	27212	1
46	28363	1
30	12003	-1
5	28377	-1
0	28888	-1
15	13117	-1
16	5487	1
36	28287	-1
28	17622	-1
36	8020	1
22	1184	-1
42	19506	-1
20	5060	-1
42	28402	1
25	316	-1
13	28713	1
39	15525	1
29	13034	1
35	6552	1
46	4997	1
37	1772	1
43	10534	1
30	29714	-1
48	1139	-1
28	5416	-1
6	26212	1
39	21521	1
43	18096	-1
0	9316	-1
12	22500	-1
42	9141	-1
23	23268	1
16	4593	1
9	453	-1
30	11378	1
46	25725	1
5	5007	-1
29	6005	-1
12	7445	-1
7	26737	1
28	221	-1
38	2331	1
16	21711	-1
32	3380	1
33	21943	-1
3	3164	-1
42	7437	-1
44	27822	1
5	8383	1
6	10941	1
40	1929	1
39	26652	1
33	4945	-1
35	24768	1
40	22449	-1
47	237	-1
8	5516	1
13	26750	1
11	4415	-1
1	30773	1
5	846	-1
21	17033	1
8	23580	-1
41	19226	-1
25	7248	-1
46	21260	1
25	29134	-1
36	633	-1
19	15460	-1
28	28741	-1
6	29257	-1
13	24219	1
6	27122	-1
22	25929	-1
41	29740	-1
29	24028	-1
27	29130	-1
4	1179	1
8	11795	1
45	17261	-1
43	28572	1
45	22861	-1
5	23428	1
6	3034	1
7	19756	-1
1	13668	-1
32	29112	-1
48	27855	1
6	13712	1
48	20106	-1
15	29623	-1
4	1069	1
43	16695	1
28	17849	-1
31	1907	-1
1	23217	-1
24	17261	-1
40	50	-1
34	23115	-1
32	5202	-1
1	9154	-1
39	24603	-1
10	3401	1
13	16117	1
26	31041	1
13	1853	1
32	11156	1
6	3433	1
29	5697	1
36	4784	-1
20	13499	-1
43	389	-1
20	11659	1
46	564	-1
35	26758	1
40	27799	-1
39	16813	-1
29	23780	1
36	22504	1
4	29926	1
5	5017	1
30	12454	-1
27	7830	-1
44	9853	-1
40	6356	-1
45	19334	1
18	23359	1
3	18126	-1
48	15600	-1
6	20264	-1
46	17836	1
21	13032	-1
1	1580	-1
17	11782	1
36	27540	1
35	27841	-1
36	1789	-1
2	21942	-1
13	4582	1
1	1715	1
34	11469	1
40	25026	1
34	22712	-1
36	11014	-1
3	26024	-1
17	25295	1
46	7121	-1
3	2750	1
42	20022	1
45	27299	1
40	32	1
43	1147	-1
48	9489	1
38	29287	-1
28	7668	1
8	27099	1
27	20642	-1
18	20936	-1
38	11078	-1
13	29062	1
5	10711	1
6	18628	-1
17	5241	1
43	15878	1
1	9260	1
44	8627	-1
16	5301	-1
17	3709	1
0	22146	-1
28	7332	-1
8	19230	1
14	17059	-1
1	2999	1
49	30166	-1
18	20323	1
40	8147	1
11	17652	-1
22	28043	-1
38	28245	1
14	11614	1
37	5813	-1
36	6522	1
39	22782	1
49	11485	-1
43	11105	-1
2	23847	-1
9	29663	-1
42	1022	-1
15	23475	-1
2	7414	-1
46	4347	1
26	25063	1
17	27161	1
6	2360	1
49	16533	1
41	30928	-1
7	694	-1
46	11422	1
41	23499	1
26	12678	1
46	20737	1
40	892	1
48	28850	1
10	23596	1
5	11855	1
18	6240	1
7	18419	-1
12	7889	-1
18	30931	-1
13	4886	1
29	18034	-1
36	11109	-1
48	24	1
48	29032	-1
35	21695	1
25	2539	-1
48	24374	1
48	1658	1
30	26354	-1
25	30380	1
43	29017	1
48	25845	1
47	11702	-1
12	5118	1
1	12135	1
43	10163	1
43	3051	1
25	3180	-1
16	12144	-1
43	24640	1
23	25405	1
12	21064	-1
16	19011	-1
6	10915	1
26	28278	-1
29	13612	-1
40	13741	1
38	30412	-1
12	3584	1
16	21902	-1
3	18114	-1
16	19341	-1
47	23595	-1
33	23986	-1
13	26449	1
39	20945	-1
28	20574	1
4	27968	-1
28	1133	1
36	2171	-1
26	22804	1
0	13745	1
16	1257	1
44	22243	-1
17	1816	-1
4	22002	1
43	11745	1
49	4238	1
41	30876	-1
48	25209	1
26	24270	-1
33	632	1
34	12955	-1
13	19250	-1
8	22215	-1
40	17675	1
7	14433	1
28	17216	1
43	19371	1
34	10057	1
18	10521	1
5	23329	-1
2	19539	-1
29	18709	-1
24	67	-1
19	26043	-1
1	1075	-1
35	1366	-1
14	19893	-1
43	7502	1
46	18910	1
29	25694	-1
31	19806	-1
40	30604	1
16	15552	-1
11	30806	-1
1	16253	1
6	10747	-1
4	5755	-1
42	25899	1
7	3077	1
0	19514	1
0	617	-1
14	24084	-1
20	14053	1
5	1418	-1
43	1588	1
4	18702	1
1	24527	-1
21	19928	-1
24	24604	1
5	11970	-1
14	8192	-1
4	8928	1
14	11548	-1
13	17982	1
5	23559	1
41	3465	1
36	7200	1
43	22837	1
45	6757	1
41	7561	-1
48	6736	1
6	16032	-1
8	24280	1
49	1242	-1
26	10437	1
38	2606	-1
27	14841	-1
15	26191	-1
42	29693	1
30	27892	-1
43	29489	1
8	2656	1
26	7825	-1
1	20869	1
43	16858	1
5	24274	-1
4	20013	-1
43	23983	1
8	23966	1
25	17543	1
37	8326	-1
0	372	1
23	7596	-1
45	5239	-1
7	26118	1
0	9621	1
42	13874	1
35	29345	-1
45	30315	-1
25	7430	1
46	22984	1
37	15540	-1
27	14037	-1
2	7526	-1
7	5853	-1
7	30262	-1
43	6350	-1
49	18957	1
14	21615	1
16	12433	1
43	16536	1
42	29149	1
24	21223	-1
9	19687	1
26	27973	-1
13	9790	1
27	4269	1
8	1781	-1
15	30039	-1
34	16980	-1
13	14942	1
15	14581	-1
3	2016	-1
21	10150	-1
39	9240	-1
8	21117	1
40	7225	-1
46	18007	1
48	21892	1
45	13741	-1
43	10774	1
36	6044	-1
43	12289	1
41	2613	-1
14	24743	1
12	8799	-1
1	27390	-1
46	22915	1
14	19351	1
47	5393	1
7	25758	-1
25	9882	-1
16	15759	1
37	3331	1
34	5166	1
6	9645	1
40	28395	1
37	28062	-1
49	10328	1
38	3616	1
7	5151	1
18	4860	-1
42	22904	1
46	13886	1
4	18357	1
28	19813	-1
47	13380	-1
37	4499	1
15	18571	-1
7	17789	-1
15	24608	-1
9	27057	-1
10	18923	1
3	2008	-1
16	26599	1
44	18251	-1
13	13206	1
46	2	-1
2	1207	-1
10	8330	1
43	18713	1
10	2619	1
14	19768	-1
8	9749	1
48	3593	1
44	8908	-1
17	28487	1
13	11611	1
16	14602	1
29	6142	-1
36	10500	1
5	12957	1
46	1422	1
5	11971	1
42	30635	-1
0	1784	1
32	10981	1
17	8150	1
43	14728	1
5	12481	1
23	20152	-1
8	26086	1
8	23178	1
4	27105	1
30	5644	1
6	9261	-1
13	22705	1
27	9054	-1
15	9533	-1
46	27047	1
25	15964	1
6	783	1
19	19553	-1
8	26306	-1
26	20580	-1
30	15078	1
4	17621	1
48	14102	-1
6	19842	1
1	16910	-1
8	16324	-1
28	8310	-1
48	3147	1
28	8018	1
30	18580	-1
5	5428	-1
33	27452	-1
13	3513	1
8	23593	1
9	24302	1
28	10195	-1
6	20152	1
0	1367	-1
6	14242	1
11	2345	-1
40	19779	1
30	22423	-1
43	23738	-1
23	2980	1
8	26392	-1
0	4899	1
8	18202	1
29	21289	1
35	13526	-1
23	19064	1
24	20658	-1
15	12203	1
35	25788	-1
43	10034	-1
39	24967	1
13	19500	-1
42	19522	-1
43	12825	1
7	16786	-1
20	12982	-1
42	14672	-1
27	11325	1
0	10506	-1
16	26823	1
13	6388	1
5	19123	-1
36	2532	1
40	5886	-1
22	468	-1
6	26409	-1
2	12227	-1
7	7403	-1
43	8407	1
48	21508	1
48	21474	1
8	13420	1
26	30437	-1
39	24528	1
27	5562	1
15	20340	1
43	5408	1
6	18806	1
43	21893	1
46	18143	1
43	18540	-1
2	3990	-1
43	17271	1
22	19744	-1
48	11235	1
48	22864	1
16	21602	1
46	333	1
35	12563	-1
30	12823	-1
10	16503	-1
44	17624	1
39	10851	1
25	28258	-1
43	28720	1
43	29666	1
49	26997	-1
7	13035	-1
23	27757	-1
20	4994	-1
39	6923	1
14	21556	-1
18	20778	1
32	11996	-1
44	7563	-1
9	29499	-1
43	25050	1
48	5962	1
9	20214	1
19	1279	1
48	3445	1
8	25698	1
47	16749	-1
31	15694	1
14	2982	-1
44	6911	1
13	9008	1
5	23100	1
21	15600	-1
1	23775	-1
11	2394	-1
21	8538	1
46	25015	1
41	21259	-1
40	9727	-1
11	22414	-1
48	22895	-1
18	23700	-1
25	24600	-1
7	16633	-1
28	4301	-1
21	3592	-1
36	12504	-1
8	15356	1
31	6040	-1
29	7278	-1
16	4473	1
21	15774	1
43	8274	1
3	15835	-1
6	19729	1
43	5684	1
6	21946	1
13	3660	1
15	5538	-1
18	23636	-1
23	7021	-1
35	8174	1
40	31	1
48	27192	-1
46	6222	-1
6	21887	1
48	21670	1
13	1588	1
10	26179	-1
28	29988	1
46	12096	-1
46	1881	-1
46	1138	1
21	26135	1
46	8365	-1
17	15664	-1
5	30439	1
28	12429	1
4	10258	1
18	31029	-1
4	10339	1
11	18777	-1
49	30128	1
8	18880	-1
28	27681	1
45	24244	-1
4	15821	1
22	10107	-1
4	3621	-1
5	20684	-1
43	28407	1
21	2556	-1
21	11716	-1
17	8519	1
7	23314	1
9	29921	-1
5	1636	1
26	11338	-1
20	20784	-1
12	17528	-1
13	17606	-1
17	15380	1
45	22982	-1
7	23138	-1
2	8573	-1
41	25605	-1
48	14348	-1
23	26022	1
46	3046	1
8	8272	1
16	11403	1
43	4526	1
7	410	1
46	6025	1
43	12600	1
43	21491	1
38	21101	1
8	21648	1
19	16608	-1
48	7512	1
42	17079	-1
36	15051	-1
31	3933	1
13	3494	1
10	5247	-1
17	2316	-1
33	15462	-1
32	17421	-1
40	23019	-1
13	1104	1
16	5510	1
27	16415	1
32	9984	-1
21	13968	-1
37	21383	-1
41	30016	-1
17	7609	1
44	26670	-1
42	11756	1
11	19112	-1
1	10644	1
32	18595	-1
23	21275	1
46	29868	1
7	8694	1
8	15411	1
19	10181	-1
1	11885	1
49	20084	-1
43	29993	1
13	10988	-1
18	15060	1
30	1326	-1
21	13781	-1
37	4409	1
40	12359	-1
9	922	-1
9	14906	1
29	26519	-1
18	4988	-1
5	27347	1
43	30720	-1
2	27480	-1
42	24651	1
8	13007	1
49	6572	-1
4	21914	1
4	8526	1
7	14360	1
34	11068	1
44	6179	-1
1	414	-1
13	9726	-1
42	1053	1
14	22464	-1
47	11411	-1
8	12348	-1
4	6296	1
24	18764	-1
48	665	-1
45	9859	1
2	5139	-1
30	18595	-1
1	23090	1
27	15797	1
25	15963	-1
6	6406	1
1	25939	-1
30	28059	1
36	3530	-1
36	24549	1
15	14904	-1
45	4985	-1
23	403	-1
48	22794	1
6	13508	1
39	8601	1
0	24326	1
22	28386	-1
9	22297	-1
43	19727	-1
25	3341	-1
48	18672	1
28	1385	1
17	7023	-1
6	15090	1
3	4069	-1
34	16444	-1
40	17377	1
35	30921	1
49	17069	-1
4	2664	1
45	26861	1
10	13552	-1
39	29911	-1
4	900	1
6	16976	1
42	30025	1
33	22346	1
25	4611	-1
0	9876	-1
8	25946	1
8	17728	1
8	1517	1
1	24607	1
2	5744	-1
4	20642	-1
24	17466	-1
6	2584	1
5	7125	1
43	24280	1
30	18297	-1
16	76	1
43	10775	1
43	28013	1
46	4164	1
0	519	-1
1	24957	1
8	26828	1
13	13810	1
28	17389	-1
43	1151	1
31	335	-1
20	11629	-1
2	27366	-1
13	28752	-1
30	29434	1
28	26088	1
41	16019	1
9	27353	1
3	11634	-1
4	3009	1
43	24907	1
47	26236	-1
29	20947	-1
48	30370	1
18	20741	1
46	8051	1
31	24626	1
28	13782	1
9	2256	-1
45	4652	1
31	3077	1
36	2096	-1
3	5405	-1
19	1689	-1
44	13575	-1
27	22738	-1
48	6890	1
38	30760	-1
45	23896	-1
25	17071	-1
13	17174	1
17	17047	-1
38	5407	1
34	19500	-1
7	7543	1
14	26811	-1
43	20853	1
32	3947	-1
16	15112	1
46	15902	-1
9	29570	1
37	14817	1
13	21888	1
6	17324	1
48	22513	1
18	24759	-1
17	6837	1
27	12465	1
25	11109	-1
40	20210	1
10	23713	-1
10	4136	1
10	3571	1
8	17930	1
44	18978	-1
41	8801	-1
35	14534	1
36	28818	1
44	16847	-1
11	18676	-1
6	9639	1
5	30349	1
13	21239	1
29	18074	-1
24	19661	-1
22	26256	-1
43	17164	1
13	8798	1
16	14323	1
23	26627	1
28	13321	1
43	11077	1
39	9549	-1
37	9753	-1
8	11095	1
30	24226	-1
41	6575	-1
8	3401	1
6	5596	-1
16	15511	-1
8	28267	1
21	6796	-1
25	7086	-1
46	18465	-1
46	11271	1
16	7929	1
8	12380	-1
46	11084	1
17	14308	-1
42	11850	1
34	29725	1
2	22017	-1
21	24023	-1
43	28731	1
29	12408	-1
41	18768	-1
43	128	-1
0	10826	1
27	30205	-1
19	26401	-1
4	6284	1
40	3615	1
8	23936	1
1	21405	1
22	5615	-1
37	30374	-1
19	14213	-1
16	14787	1
1	2243	-1
12	3835	1
32	16836	-1
10	22964	-1
30	6103	-1
42	6615	-1
10	14856	1
10	4342	-1
48	3008	1
27	30268	-1
49	30627	-1
14	6019	-1
5	26258	-1
44	22433	1
48	17473	1
18	21192	-1
32	26676	-1
8	25263	1
24	4721	-1
27	7303	-1
46	14639	1
43	12638	-1
48	25570	1
13	21772	1
2	20367	-1
38	23759	-1
4	1613	1
22	3842	-1
15	4901	-1
16	17099	1
29	15968	1
38	10295	-1
23	15412	1
30	26921	-1
25	2130	-1
5	6787	-1
2	14665	-1
37	6251	-1
17	7426	-1
31	17985	1
26	8937	-1
33	7970	-1
43	3656	1
24	2821	-1
7	5956	-1
25	907	-1
28	17313	-1
41	16977	-1
45	8133	-1
40	7373	-1
31	5028	1
48	13019	1
32	20944	1
4	24389	1
8	6857	-1
25	12190	-1
25	20195	-1
49	6094	-1
30	26794	1
35	23517	1
2	28339	-1
40	29805	1
40	9984	-1
48	13908	1
33	11070	-1
18	12653	-1
2	19093	-1
39	23744	-1
30	1827	-1
45	3772	-1
32	30718	-1
31	3998	1
12	16867	-1
46	21188	1
30	11424	-1
21	5099	1
19	29977	1
15	10661	1
23	18797	1
9	3350	-1
48	9566	1
38	3445	1
4	5671	1
3	14717	1
28	27577	-1
33	25708	-1
5	15962	1
43	6728	1
42	11117	1
11	1304	-1
41	7181	-1
6	20830	1
7	29408	-1
24	12588	-1
17	4935	1
3	2061	1
35	8747	1
16	28107	-1
48	4874	-1
28	3831	1
18	6831	1
33	10824	-1
43	28283	1
43	1666	1
48	4704	1
30	30106	1
10	7387	-1
31	15305	1
4	810	-1
26	2700	-1
26	5793	-1
20	9334	1
46	7774	1
9	22523	-1
15	5177	-1
48	10302	1
26	11599	-1
41	7475	-1
19	15009	-1
40	15898	1
6	4146	-1
18	27157	1
16	4303	1
21	11846	-1
1	28034	1
28	30928	-1
7	103	1
43	18330	1
8	17681	1
8	11252	1
16	5783	-1
48	4764	1
16	20528	-1
22	11511	1
48	22101	1
9	10644	-1
43	5960	1
17	22155	-1
49	29420	-1
48	19573	-1
43	2647	1
42	3154	1
31	2157	-1
12	22641	1
8	11741	-1
13	22003	1
0	15551	-1
40	11602	1
46	22689	1
17	25332	1
43	6247	1
5	169	-1
35	16661	-1
3	15391	-1
20	28102	1
32	19411	-1
25	20075	1
32	16271	1
7	23819	-1
8	22665	1
3	1170	-1
21	6916	1
43	25972	-1
37	21673	-1
40	8733	1
27	15243	-1
26	8429	-1
44	8097	-1
19	23916	-1
40	9785	1
20	4476	-1
8	3935	1
0	6817	-1
8	10272	1
11	21164	-1
48	29125	1
13	4854	1
29	2612	1
16	29296	1
43	14890	1
42	17071	-1
35	2314	-1
27	936	-1
16	15387	-1
46	7688	-1
8	30927	1
46	19464	-1
7	17802	-1
13	25308	1
24	1263	-1
46	28282	1
13	23509	1
24	29712	-1
36	12348	-1
37	9608	-1
38	8000	-1
40	26563	1
39	19391	1
28	21401	1
12	24380	-1
48	5952	1
20	8407	1
8	18746	-1
2	4177	-1
23	12060	1
15	5633	-1
14	30999	-1
45	3420	1
11	19200	-1
14	23404	-1
2	29834	1
44	22520	-1
30	17166	-1
12	2613	-1
17	3204	1
36	12743	1
6	3590	1
13	6189	-1
22	1915	1
8	2061	1
6	9802	1
42	11100	1
9	100	-1
32	25085	-1
20	25358	-1
8	6742	1
47	30123	-1
42	5626	1
1	17286	1
44	2558	-1
42	15420	1
43	12835	1
43	30149	-1
26	3201	1
17	22201	-1
16	24376	1
32	9808	-1
4	22840	1
36	18129	1
31	14349	-1
39	9009	-1
25	30901	-1
0	671	-1
16	15845	-1
48	25739	1
6	13533	1
34	16048	-1
17	5284	-1
44	16003	-1
8	11502	1
15	13633	1
20	4744	-1
21	963	1
46	8331	1
18	29518	1
41	16848	-1
7	25672	1
44	5023	-1
46	184	1
11	23465	-1
46	17299	1
2	15535	-1
8	8339	1
47	8828	1
4	9105	1
32	27127	-1
2	14880	-1
10	17861	-1
35	25060	-1
1	27944	-1
49	29177	1
35	4208	-1
39	10905	1
37	12208	-1
43	27471	1
40	18560	-1
17	18901	1
23	16557	-1
26	18226	-1
32	3117	-1
39	1949	-1
42	28620	-1
4	9257	-1
17	23711	1
49	8088	-1
8	18319	1
41	29515	-1
2	25938	-1
43	30455	-1
6	1242	1
1	28514	-1
13	2819	1
20	17033	-1
13	10905	-1
4	8727	1
19	14349	1
13	8476	1
40	12177	-1
9	3435	-1
47	27900	1
0	24036	1
16	978	-1
44	5307	1
44	11481	-1
35	1262	1
8	4378	-1
32	13256	1
46	15449	1
4	21791	1
43	8539	1
16	20977	-1
22	5422	-1
37	6773	1
40	8842	-1
48	17138	-1
10	17137	-1
41	15618	-1
26	8590	-1
24	8001	-1
46	11229	-1
17	28446	-1
47	19765	-1
49	19787	-1
38	8026	-1
17	17493	-1
38	18844	-1
7	19738	-1
47	21777	-1
7	24698	-1
46	20030	1
42	1499	-1
49	25210	-1
38	16518	1
41	7190	1
18	21386	-1
44	27176	1
29	22740	-1
26	2395	1
38	4726	-1
6	3293	-1
40	28574	1
7	13795	-1
13	1908	1
37	24234	1
7	7436	1
8	6500	-1
19	10972	-1
29	29012	1
10	340	1
21	5282	1
13	9048	1
6	8789	1
8	8472	1
20	22872	-1
1	764	1
48	22468	1
30	5418	-1
23	11582	1
25	9472	-1
28	28042	-1
23	25296	-1
40	5883	1
5	28116	1
43	26229	1
9	5101	-1
15	12861	1
11	16441	-1
31	3057	-1
47	9348	-1
20	545	-1
40	18398	-1
43	28668	1
19	20517	-1
43	30334	1
11	10353	-1
0	22380	-1
31	15089	-1
24	24439	1
19	16875	-1
13	21188	1
42	26712	1
48	17938	1
0	6189	1
41	15004	-1
3	26384	1
49	20771	-1
10	23453	-1
18	16882	-1
5	8874	1
5	8598	-1
19	26525	-1
30	23734	1
8	30981	-1
7	20637	-1
3	29435	-1
5	2308	-1
43	3345	1
5	21061	-1
46	9109	1
43	26976	1
42	11126	-1
20	13271	1
6	21149	1
5	15661	-1
47	13159	-1
1	20729	1
15	9329	-1
33	25978	-1
5	20307	-1
47	5285	-1
1	11236	1
47	7449	-1
43	231	1
45	26741	-1
48	19852	1
43	7000	-1
19	8013	-1
2	21221	-1
43	25508	1
36	10899	1
30	7248	1
21	24298	-1
42	22584	1
18	29483	1
46	30427	1
38	22359	-1
47	25773	-1
33	10310	-1
5	7938	-1
9	7008	1
16	2904	-1
42	19286	1
14	24515	-1
35	6093	1
26	27747	-1
47	27419	-1
24	1461	-1
45	25506	1
1	9110	-1
28	5140	1
43	14652	1
2	27398	-1
32	26859	-1
48	11602	-1
23	2471	-1
6	14912	1
8	30230	1
38	5079	-1
23	25289	-1
48	23319	1
26	6725	1
46	7918	1
44	5817	1
26	26257	-1
25	17358	-1
45	29919	1
48	19089	1
25	11683	-1
8	30506	1
30	7924	-1
35	12593	-1
45	13855	1
48	16604	1
40	20341	-1
46	14366	1
6	17160	1
5	3831	-1
42	2491	-1
49	16528	1
7	4093	-1
10	29812	-1
27	18610	-1
4	18057	1
5	10894	-1
48	4210	-1
38	25573	-1
45	26754	-1
25	15977	-1
19	10681	-1
8	25127	-1
2	9547	-1
8	29090	1
1	8697	1
43	5781	1
29	29778	-1
30	1999	-1
29	3776	1
47	10002	-1
1	1516	-1
26	13357	-1
48	6585	-1
26	21207	-1
8	2351	-1
25	14451	-1
31	11328	-1
46	2969	1
42	20109	1
5	17035	-1
16	26085	-1
12	28584	-1
23	24410	-1
11	2654	-1
46	12377	1
0	1854	-1
27	6554	1
21	12664	1
29	22222	-1
33	10868	-1
27	23740	1
43	29669	-1
26	7078	1
48	6001	1
29	20319	-1
3	5378	1
17	23186	1
43	8700	1
35	27478	1
40	3115	1
5	18896	1
1	12474	-1
12	4973	-1
30	6447	1
28	29513	-1
19	24785	1
47	5862	1
7	7916	1
42	4258	1
48	26197	1
24	16229	-1
8	11791	1
10	20944	1
38	20489	-1
21	25362	-1
8	7159	-1
13	8843	1
16	12459	1
6	26307	-1
5	16581	-1
6	13561	1
1	1093	-1
46	24947	1
43	7403	1
42	17510	1
20	10027	-1
0	25618	-1
23	23756	1
22	2015	-1
28	20730	1
29	28370	-1
27	15366	1
4	2940	1
48	20066	1
47	6791	-1
43	17444	1
40	27515	-1
6	9282	1
28	14873	1
22	11134	-1
38	5055	-1
8	24083	1
7	4731	-1
30	4834	-1
7	5900	1
43	23212	-1
32	7525	-1
24	24816	1
36	14848	-1
5	8113	1
18	5289	-1
28	6589	1
38	18501	-1
1	24665	1
43	12194	1
46	1085	1
43	18409	1
43	5942	1
7	16370	1
15	5812	1
41	19426	-1
35	13982	-1
35	26896	-1
32	28805	1
28	6054	-1
4	25825	1
48	28037	-1
48	2463	1
42	13448	1
16	4132	1
36	29733	1
46	5038	1
47	26496	-1
15	15807	1
46	19284	1
47	4643	1
42	207	1
36	9600	-1
16	9851	-1
7	9412	-1
35	30838	1
15	2222	-1
28	15145	1
38	24911	-1
6	30788	1
33	4223	-1
36	19282	1
10	24682	-1
6	28163	1
9	8735	-1
46	30643	1
45	20419	-1
16	21150	-1
2	7561	1
46	10680	1
31	2686	-1
8	22720	1
43	5489	1
6	30468	1
1	30827	-1
35	30575	1
13	17481	1
24	7165	-1
43	11822	1
24	12858	-1
34	25382	-1
22	9958	-1
26	2010	1
46	20624	1
3	12149	-1
18	26066	1
44	24041	-1
16	8853	-1
1	23405	1
40	16415	1
18	956	1
42	27313	1
34	15499	1
47	18884	-1
4	23941	-1
42	1223	1
16	29758	-1
43	29836	1
37	15520	1
49	25877	-1
28	29151	-1
26	1570	1
46	9449	-1
8	28280	1
39	6957	1
20	22591	1
39	18580	1
43	13959	-1
29	16303	-1
6	21344	1
17	15608	1
23	28800	1
42	18738	1
8	6212	1
3	13344	-1
13	12167	1
8	2707	1
46	6125	1
4	23692	-1
23	25774	-1
28	10228	1
31	2543	-1
32	7193	-1
18	18004	-1
46	805	-1
45	13834	-1
12	19165	-1
23	15987	-1
37	27517	-1
29	25535	1
1	19104	-1
14	16206	-1
39	1480	1
46	5622	1
5	24599	-1
17	8666	-1
48	3454	-1
40	12784	1
2	733	-1
46	28874	1
15	21702	-1
4	22915	1
30	10834	1
46	14253	-1
8	12810	1
43	19336	1
22	15873	-1
39	17690	1
6	5593	1
16	16821	1
23	22622	-1
48	9307	1
16	14451	1
35	27738	-1
36	23860	-1
25	16098	1
36	21157	1
9	520	1
24	15290	-1
21	29529	1
42	30325	1
23	11203	1
46	5633	-1
43	13790	-1
43	26874	1
1	15775	-1
13	20125	1
6	16972	1
48	6200	1
49	19782	-1
37	19562	1
6	5560	1
46	16174	1
17	25040	-1
28	26681	1
46	22702	1
5	19633	-1
42	6613	1
46	27713	1
38	24078	-1
0	28176	-1
2	18300	1
44	1140	-1
8	8053	1
22	28117	-1
48	17694	1
13	8262	-1
29	15327	-1
16	18648	-1
13	22113	-1
44	21132	-1
48	25531	-1
35	17024	-1
43	23965	1
49	29036	-1
6	4582	1
35	29394	-1
29	8993	1
16	13550	-1
28	5377	1
21	29231	1
35	29116	1
14	27569	-1
40	10750	1
43	21063	1
49	15869	-1
39	14646	-1
26	20338	1
8	14412	1
11	22662	-1
43	3770	1
42	28915	1
4	28692	1
37	22957	1
25	3959	-1
12	16255	-1
48	8329	1
45	5696	-1
38	26854	-1
12	29396	-1
31	26758	-1
2	15775	-1
44	2615	-1
30	6471	-1
2	30629	-1
44	23660	1
12	7587	-1
18	28710	-1
40	24865	1
3	13827	-1
22	14654	1
24	30447	-1
37	14040	1
17	26746	-1
33	20309	-1
15	27954	-1
30	19876	-1
17	12753	1
42	3820	1
21	19514	1
45	6635	-1
43	7056	-1
28	18773	1
31	4106	-1
26	26968	-1
13	4430	1
47	5835	1
21	23280	1
13	20065	1
45	20771	-1
46	2385	-1
44	6358	-1
9	27639	1
14	27160	-1
9	7657	-1
43	24360	1
17	20285	1
8	17591	1
42	2967	1
13	21285	1
23	12123	1
38	26394	-1
15	23623	-1
3	23358	-1
38	16663	-1
25	7975	-1
44	9941	-1
8	28597	1
15	1475	1
28	7618	-1
7	1028	1
37	24593	1
28	7600	1
43	28836	1
27	25599	-1
20	12008	-1
1	19993	-1
22	12501	-1
4	17051	1
21	4183	-1
25	9580	-1
22	30880	-1
8	17064	1
49	22654	1
43	2725	-1
39	22373	1
47	4493	-1
9	19729	-1
11	5156	-1
48	27298	1
48	19452	1
41	11420	1
35	18587	-1
15	14309	-1
3	6432	-1
4	9819	-1
17	17225	1
43	3827	1
1	20159	1
42	19539	1
29	4626	-1
16	22389	1
1	25399	1
4	27850	-1
4	25832	1
35	21399	-1
23	8583	1
28	863	1
23	21950	1
45	22452	-1
8	21507	1
24	9379	-1
10	27356	1
9	18288	-1
40	19008	1
8	18391	1
30	4979	-1
1	3149	-1
25	29288	1
13	23949	-1
40	16476	1
40	14815	-1
9	25520	-1
17	7603	1
24	20565	-1
38	21641	1
8	7991	1
16	8988	1
40	13453	1
48	17707	1
4	30141	1
42	19462	1
44	24455	1
45	14700	1
49	16371	-1
45	17343	1
38	1081	-1
25	77	1
7	8627	-1
42	3120	1
27	28023	-1
43	27924	1
15	14197	-1
36	24114	1
0	13892	-1
27	1918	1
39	20835	1
21	27961	1
42	28359	1
46	8039	1
30	23349	1
38	11901	-1
8	26104	1
43	2232	1
8	23140	1
46	20485	-1
8	24634	1
22	19885	-1
22	6610	-1
4	21253	1
28	24628	-1
33	6023	-1
26	20239	1
49	22322	1
44	20315	1
16	711	1
20	3672	-1
26	26809	-1
9	28658	-1
26	29183	-1
47	12563	1
47	14998	-1
28	18495	-1
46	18133	1
38	975	-1
30	28883	-1
3	993	1
46	5798	1
47	12797	-1
48	205	1
15	21600	-1
49	28625	-1
28	10068	-1
46	10112	1
6	10496	-1
42	14594	-1
8	4715	1
43	24595	1
33	4731	-1
44	3679	1
32	6623	1
4	29313	1
13	30230	1
8	11704	1
40	2029	1
43	26471	1
30	21086	-1
4	20166	1
28	26285	-1
17	11714	1
24	8130	-1
44	28334	-1
18	16823	-1
